cargo,nome_empresa,salario,local,regime_trabalista,beneficios,link,erro,datetime_execution,date_execution
,,,,,[],https://www.vagas.com.br/vagas/v2727103/analista-de-customer-experience-operations-cx-ops-zendesk-administrator,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728290/analista-ambiental,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728995/analista-de-growth-sr,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2729108/coordenador-a-pedagogico-a,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728993/analista-de-conteudo-pleno,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2728993/analista-de-conteudo-pleno"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2716772/atendente-de-negocios-imobiliarios-inicio-imediato-com-ou-sem-experiencia,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2706069/programa-de-entry-level-ey-negocios-exclusivo-pcd,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2706049/programa-de-entry-level-ey-negocios,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2706049/programa-de-entry-level-ey-negocios"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2725619/analista-engenheiro-de-dados-pleno,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2725174/analista-banco-dados-pl-icesp,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727373/biblioteconomista,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2722428/farmaceutico-de-parametrizacao,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2714020/assistente-de-projetos-e-operacoes,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724189/tecnico-a-de-manutencao-eletrica-jr-cajati-sp,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2709093/tecnico-de-automacao-jr-sao-paulo-sp,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2718208/auxiliar-logistica-monitoramento,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727123/analista-administrativo-jr-captacao,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728668/auxiliar-de-logistica,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2728668/auxiliar-de-logistica"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2713817/supervisor-pesquisa-e-desenvolvimento-biofabrica,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2710191/supervisor-a-tecnico-de-radiologia,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727419/analista-de-metodos-e-processos-pl,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727425/tecnico-de-manutencao-pleno-turno-c-madrugada,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2726132/desenvolvedor-backend,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2726136/desenvolvedor-frontend,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2729342/gerente-aplicacoes-e-processos-carbureto-belo-horizonte-mg,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2729342/gerente-aplicacoes-e-processos-carbureto-belo-horizonte-mg"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2729651/preparador-de-materia-prima-i,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2729651/preparador-de-materia-prima-i"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2711901/analista-de-seguranca-da-informacao-pleno-purple-team,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2711901/analista-de-seguranca-da-informacao-pleno-purple-team"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723340/analista-de-processos-jr,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724205/operador-a-painel-central-pl-campo-formoso-ba,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2724205/operador-a-painel-central-pl-campo-formoso-ba"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2722701/coordenador-a-de-seguranca-empresarial,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2722701/coordenador-a-de-seguranca-empresarial"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2715134/analista-de-gestao-de-riscos-jr,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2725270/analista-trade-marketing-junior,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727511/coordenador-de-projetos-offshore,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728005/analista-de-planejamento-planejamento-e-performance-hospital-quinta-d-or,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2729105/gerente-de-meio-ambiente,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2729105/gerente-de-meio-ambiente"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2725820/analista-de-sistemas-suporte-pl,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2725820/analista-de-sistemas-suporte-pl"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2729586/bolsista-mestre-engenharias-estatistica-economia-administracao-ou-areas-correlatas-gerdau,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2729586/bolsista-mestre-engenharias-estatistica-economia-administracao-ou-areas-correlatas-gerdau"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2725545/tecnico-administrativo-ii-proadi-sus,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2726846/analista-de-sistema-jr,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2726846/analista-de-sistema-jr"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2726046/analista-de-marketing-pleno,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2726046/analista-de-marketing-pleno"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2726633/programa-de-estagio-icatu,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2711900/auxiliar-de-logistica-mercado-livre,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2720206/assistente-financeiro,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2720206/assistente-financeiro"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723162/analista-de-eventos-senior,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2723162/analista-de-eventos-senior"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2711915/analista-de-compras-jr,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723589/engenheiro-de-inspecao-de-dutos-vaga-extensiva-para-pessoas-com-deficiencia,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2723589/engenheiro-de-inspecao-de-dutos-vaga-extensiva-para-pessoas-com-deficiencia"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723660/jovem-aprendiz-administrativo-vila-olimpia,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2723660/jovem-aprendiz-administrativo-vila-olimpia"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724033/analista-de-desenvolvimento-de-sistemas-ii-barueri-sp,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724129/operador-de-processamento-de-central-de-dados,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724049/especialista-em-atendimento-ao-cliente-artigos-esportivos,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724870/representante-de-envios-vaga-efetiva-cajamar,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2724870/representante-de-envios-vaga-efetiva-cajamar"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2711058/analista-de-programacao-de-materiais-pleno,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2726390/terapeuta-ocupacional,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2719729/analista-de-suporte-tecnico,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2719729/analista-de-suporte-tecnico"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2705017/consultor-de-negocios-cooperativas,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2704649/estagio-tecnico-em-manutencao-mecanica,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2704649/estagio-tecnico-em-manutencao-mecanica"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728669/coordenador-de-sistemas-sap,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2728669/coordenador-de-sistemas-sap"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728417/10786-analista-de-seguranca-da-informacao-senior,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728302/tecnico-de-testes-em-equipamentos-hospitalares,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2728302/tecnico-de-testes-em-equipamentos-hospitalares"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728331/engenheiro-de-manutencao-fiscalizacao-vaga-extensiva-para-pessoas-com-deficiencia,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2704647/estagio-tecnico-em-manutencao-eletrica,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2704647/estagio-tecnico-em-manutencao-eletrica"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2711642/sp-expert-em-interacao-suporte-tecnico-gamer,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2714649/recepcionista-novos-elos,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724802/coordenador-qualidade,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2724802/coordenador-qualidade"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2726958/auxiliar-administrativo-i-universidade-corporativa,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2726958/auxiliar-administrativo-i-universidade-corporativa"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727142/analista-de-sistemas-i,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2726357/analista-garantia-qualidade-sr,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2719655/projetista,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2722837/coordenador-de-desenvolvimento-de-mercado,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723355/engenheiro-de-inteligencia-artificial,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2723355/engenheiro-de-inteligencia-artificial"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2713811/medico-ginecologia-e-obstetricia,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2725362/analista-de-atracao-e-captacao-senior,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2725479/auxiliar-de-controle-de-obras,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2726564/comprador-sr-projetos,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2711216/programa-de-estagio-2s2025-hyundai-motor-brasil-piracicaba-e-sao-paulo,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728295/analista-de-relacionamento,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2722390/10752-engenheiro-de-hardware-especialista-canoas-rs,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2722302/10751-analista-engenheiro-de-software-canoas-rs,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728398/projetista-pleno,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728189/tecnico-de-enfermagem-do-trabalho,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724686/estagio-qualidade,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727266/analista-de-treinamento-pleno,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2712247/pesquisador-agricola-herbologia,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2712300/pesquisador-agricola-fitotecnia,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2710406/engenheiro-eletricista-fiscal-de-obras-ato-vaga-extensiva-para-pessoas-com-deficiencia,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723195/analista-garantia-da-qualidade-jr-pleno,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2721346/analista-de-suporte-senior,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727249/terapeuta-ocupacional-equipe-multiprofissional,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2729233/gerente-comercial,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2714930/estagio-neoenergia-superior-e-tecnico,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724057/especialista-de-atendimento-a-clientes-receptivo-multiskill-barra-funda,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724060/especialista-de-atendimento-a-clientes-ativo,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724083/analista-de-atendimento-bilingue,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2718156/analista-de-experiencia-do-cliente-pleno,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724126/gerente-comercial,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2726531/assistente-de-implantacao,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723883/vaga-exclusiva-para-pcds-programa-de-estagio-2025-2-banco-de-talentos-cummins-brasil,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2721841/product-owner-senior-p-o,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728469/estagio-curricular-garantia-da-qualidade-analitica-biologia-biomedicina-farmacia,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728472/estagio-curricular-microbiologia-biomedicina-farmacia,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2725319/10771-gerente-de-customer-service,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727202/analista-de-producao-pl,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727455/gerente-de-qualidade-de-cafe,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727200/analista-de-producao-pl,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727483/estagio-comercial-vaga-afirmativa-para-grupos-minoritarios,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728654/gerente-de-marketing-e-performance-saas-financas-b2b,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2726837/analista-de-processos-senior,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2719787/analista-de-marketing-sr-assessoria-de-imprensa,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723490/engenheiro-de-operacoes-vaga-extensiva-para-pessoas-com-deficiencia,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724069/especialista-de-atendimento-a-clientes-sac,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724460/jovem-aprendiz,,2025-04-25 16:00:06.733112,2025-04-25
