cargo,nome_empresa,salario,local,regime_trabalista,beneficios,link,erro,datetime_execution,date_execution
Analista de Implantação II,Charlie Tecnologia e Acomodações,Faixa salarial R$ 3.000 a R$ 3.700,São Paulo ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Seguro de vida', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2728381/analista-de-implantacao-ii,,2025-04-25 16:00:06.733112,2025-04-25
Analista de Hospitalidade I,Charlie Tecnologia e Acomodações,Faixa salarial R$ 3.000 a R$ 3.300,São Paulo ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Seguro de vida', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2728380/analista-de-hospitalidade-i,,2025-04-25 16:00:06.733112,2025-04-25
Analista de Projetos III,Charlie Tecnologia e Acomodações,Faixa salarial a combinar,São Paulo ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Seguro de vida', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2728375/analista-de-projetos-iii,,2025-04-25 16:00:06.733112,2025-04-25
Camareira,Charlie Tecnologia e Acomodações,Faixa salarial R$ 1.000 a R$ 1.800,São Paulo ,Regime CLT,"['Assistência médica', 'Auxílio academia', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2728382/camareira,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728459/vendedor-closer-ii,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2728459/vendedor-closer-ii"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Analista SDR II,Charlie Tecnologia e Acomodações,Faixa salarial R$ 3.000 a R$ 3.900,Localização não informada,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Seguro de vida', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2728462/analista-sdr-ii,,2025-04-25 16:00:06.733112,2025-04-25
Analista Financeiro II - Contas a Pagar,Charlie Tecnologia e Acomodações,Faixa salarial a combinar,São Paulo ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Seguro de vida', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2723798/analista-financeiro-ii-contas-a-pagar,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2721650/analista-de-sales-i,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2721650/analista-de-sales-i"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Especialista de FP&A,Charlie Tecnologia e Acomodações,Faixa salarial a combinar,São Paulo ,Pessoa Jurídica,[],https://www.vagas.com.br/vagas/v2720891/especialista-de-fp-a,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728328/analista-de-projetos-ii,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2728328/analista-de-projetos-ii"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Coordenador de Expansão Operacional,Charlie Tecnologia e Acomodações,Faixa salarial a combinar,São Paulo ,Pessoa Jurídica,[],https://www.vagas.com.br/vagas/v2718586/coordenador-de-expansao-operacional,,2025-04-25 16:00:06.733112,2025-04-25
Operador de Atendimento,Charlie Tecnologia e Acomodações,Faixa salarial R$ 2.000 a R$ 2.200,São Paulo ,Regime CLT,"['Assistência médica', 'Auxílio academia', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2707370/operador-de-atendimento,,2025-04-25 16:00:06.733112,2025-04-25
Executivo Comercial,Charlie Tecnologia e Acomodações,Faixa salarial a combinar,Rio de Janeiro ,Pessoa Jurídica,[],https://www.vagas.com.br/vagas/v2718565/executivo-comercial,,2025-04-25 16:00:06.733112,2025-04-25
Assistente de Instalação,Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,Mariana,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio combustível', 'Convênio com empresas parceiras', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2718436/assistente-de-instalacao,,2025-04-25 16:00:06.733112,2025-04-25
Gerente de Contas B2b,Liotécnica Tecnologia em Alimentos SA,Faixa salarial a combinar,Embu,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Convênio com empresas parceiras', 'Participação nos Lucros ou Resultados', 'Restaurante interno', 'Seguro de vida', 'Vale-alimentação']",https://www.vagas.com.br/vagas/v2720421/gerente-de-contas-b2b,,2025-04-25 16:00:06.733112,2025-04-25
Assistente de Instalação,Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,Orindiúva,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio combustível', 'Convênio com empresas parceiras', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2720671/assistente-de-instalacao,,2025-04-25 16:00:06.733112,2025-04-25
Assistente de Instalação,Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,Edéia,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio combustível', 'Convênio com empresas parceiras', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2720682/assistente-de-instalacao,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2720677/assistente-de-instalacao,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2720677/assistente-de-instalacao"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Assistente de Instalação,Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,Rio Verde,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio combustível', 'Convênio com empresas parceiras', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2720691/assistente-de-instalacao,,2025-04-25 16:00:06.733112,2025-04-25
Supervisor de Manutenção de Utilidades e Infraestrutura,Liotécnica Tecnologia em Alimentos SA,Faixa salarial a combinar,Embu,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Participação nos Lucros ou Resultados', 'Restaurante interno', 'Seguro de vida', 'Vale-alimentação']",https://www.vagas.com.br/vagas/v2724147/supervisor-de-manutencao-de-utilidades-e-infraestrutura,,2025-04-25 16:00:06.733112,2025-04-25
Assistente de Instalação,Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,Crixás,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio combustível', 'Convênio com empresas parceiras', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2722251/assistente-de-instalacao,,2025-04-25 16:00:06.733112,2025-04-25
Assistente de Instalação,Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,Frutal,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Convênio com empresas parceiras', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição']",https://www.vagas.com.br/vagas/v2722247/assistente-de-instalacao,,2025-04-25 16:00:06.733112,2025-04-25
Analista de Planejamento Financeiro Pleno,Liotécnica Tecnologia em Alimentos SA,Faixa salarial a combinar,Embu,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Convênio com empresas parceiras', 'Participação nos Lucros ou Resultados', 'Refeitório', 'Seguro de vida', 'Vale-alimentação', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2723880/analista-de-planejamento-financeiro-pleno,,2025-04-25 16:00:06.733112,2025-04-25
Assistente de Instalação (Banco de Talentos),Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,São Joaquim de Bicas ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio combustível', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2711670/assistente-de-instalacao-banco-de-talentos,,2025-04-25 16:00:06.733112,2025-04-25
Assistente de Instalação (Banco de Talentos),Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,Itatiaiuçu ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio combustível', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2711659/assistente-de-instalacao-banco-de-talentos,,2025-04-25 16:00:06.733112,2025-04-25
Assistente de Instalação (Banco de Talentos),Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,Igarapé ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio combustível', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2711671/assistente-de-instalacao-banco-de-talentos,,2025-04-25 16:00:06.733112,2025-04-25
Assistente de Instalação,Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,Fronteira ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio combustível', 'Convênio com empresas parceiras', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2720700/assistente-de-instalacao,,2025-04-25 16:00:06.733112,2025-04-25
Assistente de Instalação,Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,Icém ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio combustível', 'Convênio com empresas parceiras', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2720694/assistente-de-instalacao,,2025-04-25 16:00:06.733112,2025-04-25
Assistente de Instalação,Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,Itaúna ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio combustível', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2713109/assistente-de-instalacao,,2025-04-25 16:00:06.733112,2025-04-25
Assistente de Instalação,Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,Itabirito ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio combustível', 'Convênio com empresas parceiras', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2728108/assistente-de-instalacao,,2025-04-25 16:00:06.733112,2025-04-25
Assistente de Projetos,Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,Belo Horizonte ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio combustível', 'Convênio com empresas parceiras', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2727337/assistente-de-projetos,,2025-04-25 16:00:06.733112,2025-04-25
Instalador,Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,Itabira ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio combustível', 'Convênio com empresas parceiras', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2715677/instalador,,2025-04-25 16:00:06.733112,2025-04-25
Assistente de Instalação,Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,Nova Lima ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio combustível', 'Convênio com empresas parceiras', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2728111/assistente-de-instalacao,,2025-04-25 16:00:06.733112,2025-04-25
Técnico de Segurança do Trabalho,Sillion Serviços de Tecnologia LTDA,Faixa salarial a combinar,Parauapebas,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio combustível', 'Convênio com empresas parceiras', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2724479/tecnico-de-seguranca-do-trabalho,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2729501/tecnico-de-engenharia-de-processos,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2729501/tecnico-de-engenharia-de-processos"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Trainee (Programa T.o Tech Academy),TO Brasil Consultoria em Tecnologia da Informação,Faixa salarial a combinar,São Paulo,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Programa de treinamentos', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição']",https://www.vagas.com.br/vagas/v2725290/trainee-programa-t-o-tech-academy,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2726258/analista-de-suporte-de-operacoes,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2726258/analista-de-suporte-de-operacoes"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Assistente Administrativo - Vaga Temporária,INTS – Instituto Nacional de Tecnologia e Saúde,Faixa salarial a combinar,São Paulo ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2725261/assistente-administrativo-vaga-temporaria,,2025-04-25 16:00:06.733112,2025-04-25
Trainee de Infraestrutura,TO Brasil Consultoria em Tecnologia da Informação,Faixa salarial a combinar,100% Home Office,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Programa de treinamentos', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição']",https://www.vagas.com.br/vagas/v2727651/trainee-de-infraestrutura,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2729340/trainee-estatistica-ciencias-atuariais,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2729340/trainee-estatistica-ciencias-atuariais"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2721781/analista-de-sistemas-automacao-e-inovacao,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2721781/analista-de-sistemas-automacao-e-inovacao"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Tecnico de Projeto Especialista,Lyon Engenharia,Faixa salarial a combinar,Aripuanã ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio fretado', 'Refeitório', 'Seguro de vida', 'Vale-alimentação']",https://www.vagas.com.br/vagas/v2727221/tecnico-de-projeto-especialista,,2025-04-25 16:00:06.733112,2025-04-25
Analista de Segurança da Informação Jr,Minsait,Faixa salarial a combinar,Ipojuca ,Regime CLT,[],https://www.vagas.com.br/vagas/v2729384/analista-de-seguranca-da-informacao-jr,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2722810/coordenador-p-d-tech-transfer,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2722810/coordenador-p-d-tech-transfer"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2716671/analista-de-infraestrutura-pl,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2716671/analista-de-infraestrutura-pl"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Programa de Estágio Geração F1rst - Afirmativo para Pessoas Pretas e Pardas,F1RST,Faixa salarial a combinar,São Paulo ,Estágio,"['Assistência médica', 'Bolsa auxílio', 'Horário flexível', 'Programa de treinamentos', 'Seguro de vida', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2723624/programa-de-estagio-geracao-f1rst-afirmativo-para-pessoas-pretas-e-pardas,,2025-04-25 16:00:06.733112,2025-04-25
Estoquista,TIVIT- SP,Faixa salarial a combinar,São Paulo,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Auxílio creche', 'Auxílio desenvolvimento', 'Auxílio farmácia', 'Consignado', 'Convênio com empresas parceiras', 'Desconto em produtos', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2725864/estoquista,,2025-04-25 16:00:06.733112,2025-04-25
Analista de Projetos Jr,Capricórnio Têxtil S/A,Faixa salarial a combinar,São Carlos,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Auxílio desenvolvimento', 'Auxílio farmácia', 'Café da manhã', 'Programa de remuneração variável', 'Refeitório', 'Seguro de vida', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2719588/analista-de-projetos-jr,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2726819/analista-senior-de-power-bi,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2726819/analista-senior-de-power-bi"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2714651/analista-desenvolvimento-de-sistemas-pleno,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2714651/analista-desenvolvimento-de-sistemas-pleno"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Auxiliar de Engenharia Clínica - Engenharia Clínica - Hospital UDI,Rede D'Or,Faixa salarial a combinar,São Luís ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Convênio com empresas parceiras', 'Desconto em produtos', 'Refeitório', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2722125/auxiliar-de-engenharia-clinica-engenharia-clinica-hospital-udi,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2709724/tecnico-de-sistemas-de-informacao-sr,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2709724/tecnico-de-sistemas-de-informacao-sr"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2725730/gerente-de-suporte-ao-produto,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2725730/gerente-de-suporte-ao-produto"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Analista de Infra Estrutura Pl,DHL Express,Faixa salarial a combinar,São Paulo,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Auxílio creche', 'Auxílio desenvolvimento', 'Auxílio farmácia', 'Cesta básica', 'Cesta de natal', 'Consignado', 'Participação nos Lucros ou Resultados', 'Programa de treinamentos', 'Sala de Jogos', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2710121/analista-de-infra-estrutura-pl,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2715436/analista-ux-user-experience,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2715436/analista-ux-user-experience"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2702891/programa-de-estagio-b3-2025,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2702891/programa-de-estagio-b3-2025"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Desenvolvedor III Backend (Cap),Icatu Seguros,Faixa salarial a combinar,Rio de Janeiro,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Auxílio creche', 'Horário flexível', 'Participação nos Lucros ou Resultados', 'Previdência privada', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição']",https://www.vagas.com.br/vagas/v2724145/desenvolvedor-iii-backend-cap,,2025-04-25 16:00:06.733112,2025-04-25
Analista de Sistemas Júnior,Grupo Fleury,Faixa salarial a combinar,Belo Horizonte ,Regime CLT,[],https://www.vagas.com.br/vagas/v2729434/analista-de-sistemas-junior,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2721807/analista-de-projetos-da-manutencao-jr,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2721807/analista-de-projetos-da-manutencao-jr"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Analista de Integração de Sistemas (Pleno),Epimed Solutions,Faixa salarial a combinar,Rio de Janeiro ,Pessoa Jurídica,[],https://www.vagas.com.br/vagas/v2720710/analista-de-integracao-de-sistemas-pleno,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724596/programa-de-estagio-accountfy,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2724596/programa-de-estagio-accountfy"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728542/estagio-em-engenharia,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2728542/estagio-em-engenharia"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Analista de Projetos da Manutenção Pl,Omni Táxi Aéreo,Faixa salarial a combinar,Rio de Janeiro,Regime CLT,[],https://www.vagas.com.br/vagas/v2721809/analista-de-projetos-da-manutencao-pl,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2721813/analista-de-projetos-da-manutencao-sr,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2721813/analista-de-projetos-da-manutencao-sr"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Analista de Desenvolvimento I - Galênico,Vetnil,Faixa salarial a combinar,Louveira,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Café da manhã', 'Convênio com empresas parceiras', 'Desconto em produtos', 'Ginástica laboral', 'Massoterapia', 'Participação nos Lucros ou Resultados', 'Programa de treinamentos', 'Refeitório', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição']",https://www.vagas.com.br/vagas/v2724046/analista-de-desenvolvimento-i-galenico,,2025-04-25 16:00:06.733112,2025-04-25
Desenvolvedor III,Icatu Seguros,Faixa salarial a combinar,Rio de Janeiro ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Auxílio creche', 'Auxílio farmácia', 'Consignado', 'Horário flexível', 'Participação nos Lucros ou Resultados', 'Previdência privada', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2728249/desenvolvedor-iii,,2025-04-25 16:00:06.733112,2025-04-25
Estagiário de Sistema de Informação,TSEA energia,Faixa salarial a combinar,Contagem,Estágio,"['Auxílio academia', 'Bolsa auxílio', 'Horário flexível', 'Restaurante interno', 'Seguro de vida', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2710741/estagiario-de-sistema-de-informacao,,2025-04-25 16:00:06.733112,2025-04-25
Consultor Interno de Suporte Jr,Marjan Farma,Faixa salarial a combinar,São Paulo,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Auxílio creche', 'Auxílio desenvolvimento', 'Auxílio estacionamento', 'Auxílio farmácia', 'Auxílio fretado', 'Café da manhã', 'Cesta de natal', 'Horário flexível', 'Participação nos Lucros ou Resultados', 'Restaurante interno', 'Seguro de vida', 'Vale-alimentação', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2725937/consultor-interno-de-suporte-jr,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2709641/desenvolvedor-ii-sisvida,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2709641/desenvolvedor-ii-sisvida"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Analista Engenheiro de Dados Jr,Grupo Fleury,Faixa salarial a combinar,100% Home Office,Regime CLT,[],https://www.vagas.com.br/vagas/v2725629/analista-engenheiro-de-dados-jr,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727985/estagio-em-inteligencia-de-atendimento-e-inovacao,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2727985/estagio-em-inteligencia-de-atendimento-e-inovacao"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Estágio em Marketing - Divisão de Neuromodulação (Nm) - São Paulo/SP,Abbott,Faixa salarial a combinar,São Paulo ,Estágio,"['Assistência médica', 'Assistência odontológica', 'Bolsa auxílio', 'Seguro de vida', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2729272/estagio-em-marketing-divisao-de-neuromodulacao-nm-sao-paulo-sp,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2714594/gerente-de-projetos-estrategicos,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2714594/gerente-de-projetos-estrategicos"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728174/especialista-em-administracao-de-pessoal-folha-de-pagamento,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2728174/especialista-em-administracao-de-pessoal-folha-de-pagamento"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2726113/assistente-de-logistica,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2726113/assistente-de-logistica"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Estagiário(a) Fiscal,Easy Hunter,Faixa salarial a combinar,Campinas ,Estágio,"['Vale-alimentação', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2728140/estagiario-a-fiscal,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2721643/10757-desenvolvedor-a-php-senior,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2721643/10757-desenvolvedor-a-php-senior"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Bdr (Business Development Representative),Easy Hunter,Faixa salarial a combinar,Belo Horizonte ,Regime CLT,"['Auxílio academia', 'Auxílio desenvolvimento', 'Programa de remuneração variável']",https://www.vagas.com.br/vagas/v2728143/bdr-business-development-representative,,2025-04-25 16:00:06.733112,2025-04-25
